37,66,30,29,63,68,54,11,58,15,20,49,38,1,46,7,6,26,13,64,8,28,18,23,27,3,55,36,44,45,50,56,19,53,67
2,4,5,9,10,12,14,16,17,21,22,24,25,31,32,33,34,35,39,40,41,42,43,47,48,51,52,57,59,60,61,62,65,69,70
36,42,55,49,11,63,67,54,69,24,40,19,70,45,15,62,44,23,33,47,35,65,53,7,27,57,21,48,43,26,16,52,50,31,60
1,2,3,4,5,6,8,9,10,12,13,14,17,18,20,22,25,28,29,30,32,34,37,38,39,41,46,51,56,58,59,61,64,66,68
32,28,33,62,56,34,69,22,1,8,42,16,14,20,44,47,60,21,61,46,29,3,24,17,45,36,27,59,70,11,57,31,55,13,23
2,4,5,6,7,9,10,12,15,18,19,25,26,30,35,37,38,39,40,41,43,48,49,50,51,52,53,54,58,63,64,65,66,67,68
32,69,61,16,67,56,19,46,25,36,20,26,44,3,12,45,47,1,59,52,18,58,37,11,60,49,38,70,28,23,48,34,63,66,65
2,4,5,6,7,8,9,10,13,14,15,17,21,22,24,27,29,30,31,33,35,39,40,41,42,43,50,51,53,54,55,57,62,64,68
60,1,38,64,33,7,31,68,62,70,21,66,39,20,17,36,48,44,34,24,35,42,59,18,11,56,14,37,2,22,49,12,67,29,53
3,4,5,6,8,9,10,13,15,16,19,23,25,26,27,28,30,32,40,41,43,45,46,47,50,51,52,54,55,57,58,61,63,65,69
44,47,55,18,51,2,62,28,6,22,67,37,31,3,5,23,32,64,27,9,16,15,50,39,54,13,41,34,61,60,68,63,33,8,11
1,4,7,10,12,14,17,19,20,21,24,25,26,29,30,35,36,38,40,42,43,45,46,48,49,52,53,56,57,58,59,65,66,69,70
39,6,45,34,48,55,25,23,13,9,63,43,64,1,52,68,44,8,31,42,18,51,58,41,59,19,37,38,27,3,2,7,57,17,40
4,5,10,11,12,14,15,16,20,21,22,24,26,28,29,30,32,33,35,36,46,47,49,50,53,54,56,60,61,62,65,66,67,69,70
28,2,10,26,50,49,33,70,3,53,5,30,39,23,29,18,44,60,55,40,27,14,6,1,57,59,58,65,21,68,42,4,56,35,17
7,8,9,11,12,13,15,16,19,20,22,24,25,31,32,34,36,37,38,41,43,45,46,47,48,51,52,54,61,62,63,64,66,67,69
30,15,8,6,23,51,18,70,43,26,40,69,9,20,59,55,44,32,54,14,28,41,66,16,35,36,10,67,13,2,42,7,64,25,61
1,3,4,5,11,12,17,19,21,22,24,27,29,31,33,34,37,38,39,45,46,47,48,49,50,52,53,56,57,58,60,62,63,65,68
48,61,47,8,13,30,14,38,24,9,6,42,5,64,54,44,21,52,58,65,62,15,60,27,37,29,57,51,45,32,34,10,26,3,50
1,2,4,7,11,12,16,17,18,19,20,22,23,25,28,31,33,35,36,39,40,41,43,46,49,53,55,56,59,63,66,67,68,69,70
15,68,40,10,56,63,58,33,51,41,42,44,43,17,4,59,46,5,52,6,62,61,14,34,69,23,57,12,21,20,26,45,29,37,30
1,2,3,7,8,9,11,13,16,18,19,22,24,25,27,28,31,32,35,36,38,39,47,48,49,50,53,54,55,60,64,65,66,67,70
65,70,20,56,43,34,48,9,41,44,28,66,55,15,26,52,53,7,25,29,46,54,64,45,4,24,18,39,19,35,30,32,57,67,1
2,3,5,6,8,10,11,12,13,14,16,17,21,22,23,27,31,33,36,37,38,40,42,47,49,50,51,58,59,60,61,62,63,68,69
34,63,4,48,21,36,44,32,12,54,24,10,38,15,27,37,14,62,2,6,49,43,9,1,17,8,39,25,31,46,40,7,65,52,55
3,5,11,13,16,18,19,20,22,23,26,28,29,30,33,35,41,42,45,47,50,51,53,56,57,58,59,60,61,64,66,67,68,69,70
53,20,35,39,3,10,29,4,8,28,6,1,48,9,25,65,66,23,11,16,33,69,18,70,52,15,46,34,51,43,47,30,37,5,54
2,7,12,13,14,17,19,21,22,24,26,27,31,32,36,38,40,41,42,44,45,49,50,55,56,57,58,59,60,61,62,63,64,67,68
45,22,17,26,24,20,15,35,12,1,23,52,18,27,25,60,53,8,69,13,7,16,29,32,41,4,42,33,28,9,49,51,19,47,40
2,3,5,6,10,11,14,21,30,31,34,36,37,38,39,43,44,46,48,50,54,55,56,57,58,59,61,62,63,64,65,66,67,68,70
13,17,40,24,16,43,58,38,55,64,69,7,39,4,65,37,52,8,32,28,61,10,48,9,2,70,66,6,18,42,53,33,20,62,26
1,3,5,11,12,14,15,19,21,22,23,25,27,29,30,31,34,35,36,41,44,45,46,47,49,50,51,54,56,57,59,60,63,67,68
69,26,52,56,38,45,25,30,34,57,9,42,10,35,29,50,22,2,4,24,60,28,64,7,32,18,53,44,23,33,63,15,65,8,41
1,3,5,6,11,12,13,14,16,17,19,20,21,27,31,36,37,39,40,43,46,47,48,49,51,54,55,58,59,61,62,66,67,68,70
41,3,1,26,17,8,63,69,49,29,42,21,53,30,34,50,36,43,18,67,20,13,48,23,38,44,55,4,70,22,68,66,65,40,16
2,5,6,7,9,10,11,12,14,15,19,24,25,27,28,31,32,33,35,37,39,45,46,47,51,52,54,56,57,58,59,60,61,62,64
26,34,19,41,4,20,18,7,33,51,16,70,8,38,56,1,36,11,25,24,15,42,61,57,6,40,39,58,45,63,27,28,66,21,3
2,5,9,10,12,13,14,17,22,23,29,30,31,32,35,37,43,44,46,47,48,49,50,52,53,54,55,59,60,62,64,65,67,68,69
50,31,14,52,34,3,45,41,65,7,24,16,38,5,59,58,46,20,4,9,69,10,35,40,15,30,26,12,68,56,54,63,17,23,8
1,2,6,11,13,18,19,21,22,25,27,28,29,32,33,36,37,39,42,43,44,47,48,49,51,53,55,57,60,61,62,64,66,67,70
