3,4,5,6,8,10,12,13,14,15,16,20,24,25,28,32,35,37,38,39,42,45,46,47,52,53,56,57,58,59,60,64,65,70,72,73,74,76,77,80
41,25,34,54,7,17,21,20,45,31,46,40,8,69,24,28,4,75,79,52,61,37,72,74,23,39,70,13,80,19,27,5,9,43,73,78,59,42,29,57
1,2,3,6,10,11,12,14,15,16,18,22,26,30,32,33,35,36,38,44,47,48,49,50,51,53,55,56,58,60,62,63,64,65,66,67,68,71,76,77
23,1,40,2,5,72,7,22,64,9,13,31,62,58,49,38,69,21,10,30,70,41,73,20,4,27,67,79,74,63,26,17,57,68,65,29,60,76,11,3
6,8,12,14,15,16,18,19,24,25,28,32,33,34,35,36,37,39,42,43,44,45,46,47,48,50,51,52,53,54,55,56,59,61,66,71,75,77,78,80
6,65,74,21,13,3,14,47,2,1,28,57,26,68,18,29,30,35,42,7,78,73,80,41,76,15,70,10,23,63,56,44,43,39,64,48,31,37,17,62
4,5,8,9,11,12,16,19,20,22,24,25,27,32,33,34,36,38,40,45,46,49,50,51,52,53,54,55,58,59,60,61,66,67,69,71,72,75,77,79
57,20,31,8,74,1,43,56,63,3,47,61,69,38,40,24,23,67,54,42,9,33,66,78,5,35,2,25,18,59,22,79,45,39,53,73,49,71,32,4
6,7,10,11,12,13,14,15,16,17,19,21,26,27,28,29,30,34,36,37,41,44,46,48,50,51,52,55,58,60,62,64,65,68,70,72,75,76,77,80
21,51,75,43,78,39,70,32,35,28,63,12,33,58,57,49,23,77,53,37,22,25,36,40,42,72,80,71,67,5,41,7,47,31,44,6,59,54,61,26
1,2,3,4,8,9,10,11,13,14,15,16,17,18,19,20,24,27,29,30,34,38,45,46,48,50,52,55,56,60,62,64,65,66,68,69,73,74,76,79
49,16,76,51,28,75,61,19,50,60,8,45,35,48,57,55,29,74,9,67,80,47,21,4,32,37,6,70,71,25,77,13,24,54,63,30,59,23,52,56
1,2,3,5,7,10,11,12,14,15,17,18,20,22,26,27,31,33,34,36,38,39,40,41,42,43,44,46,53,58,62,64,65,66,68,69,72,73,78,79
55,20,36,18,66,24,6,61,63,10,23,41,11,45,35,16,80,44,67,5,59,48,32,25,13,78,52,54,40,57,3,43,76,42,58,21,56,39,37,14
1,2,4,7,8,9,12,15,17,19,22,26,27,28,29,30,31,33,34,38,46,47,49,50,51,53,60,62,64,65,68,69,70,71,72,73,74,75,77,79
13,77,37,60,31,41,16,14,57,73,76,1,72,56,64,62,39,17,40,33,53,36,43,46,51,6,32,70,50,12,24,3,66,18,26,67,61,79,58,44
2,4,5,7,8,9,10,11,15,19,20,21,22,23,25,27,28,29,30,34,35,38,42,45,47,48,49,52,54,55,59,63,65,68,69,71,74,75,78,80
66,57,76,7,5,44,29,38,27,16,46,52,77,21,80,8,34,3,59,78,2,65,48,69,6,39,28,24,12,17,45,25,9,10,79,33,40,22,74,19
1,4,11,13,14,15,18,20,23,26,30,31,32,35,36,37,41,42,43,47,49,50,51,53,54,55,56,58,60,61,62,63,64,67,68,70,71,72,73,75
10,39,51,6,28,17,22,42,61,52,29,32,54,62,16,59,26,36,27,71,73,57,48,49,41,30,23,76,79,25,20,31,14,38,43,63,65,55,11,9
1,2,3,4,5,7,8,12,13,15,18,19,21,24,33,34,35,37,40,44,45,46,47,50,53,56,58,60,64,66,67,68,69,70,72,74,75,77,78,80
71,61,22,41,74,76,7,6,24,27,51,53,1,50,13,30,21,75,18,67,65,2,26,5,15,4,49,69,55,35,17,78,77,9,72,54,64,40,28,11
3,8,10,12,14,16,19,20,23,25,29,31,32,33,34,36,37,38,39,42,43,44,45,46,47,48,52,56,57,58,59,60,62,63,66,68,70,73,79,80
63,20,55,15,73,69,8,13,71,61,47,65,4,42,12,3,34,18,31,39,1,36,45,53,17,44,62,67,38,35,70,25,59,40,50,9,10,28,77,21
2,5,6,7,11,14,16,19,22,23,24,26,27,29,30,32,33,37,41,43,46,48,49,51,52,54,56,57,58,60,64,66,68,72,74,75,76,78,79,80
25,38,78,41,65,55,46,54,31,27,68,42,33,58,29,6,71,12,39,23,14,22,72,74,44,51,26,53,63,11,9,13,62,8,45,2,37,57,3,59
1,4,5,7,10,15,16,17,18,19,20,21,24,28,30,32,34,35,36,40,43,47,48,49,50,52,56,60,61,64,66,67,69,70,73,75,76,77,79,80
47,18,26,55,63,32,72,74,61,71,73,49,27,22,56,10,34,38,59,39,36,17,9,46,67,57,37,80,6,40,75,14,15,62,16,54,13,41,76,8
1,2,3,4,5,7,11,12,19,20,21,23,24,25,28,29,30,31,33,35,42,43,44,45,48,50,51,52,53,58,60,64,65,66,68,69,70,77,78,79
24,18,55,40,51,70,21,56,58,19,43,26,46,68,22,59,13,3,32,9,6,33,75,8,64,38,5,62,65,63,16,12,79,7,44,10,52,27,30,77
1,2,4,11,14,15,17,20,23,25,28,29,31,34,35,36,37,39,41,42,45,47,48,49,50,53,54,57,60,61,66,67,69,71,72,73,74,76,78,80
34,55,12,70,10,74,47,25,5,21,23,26,66,40,46,76,35,68,30,45,3,27,6,9,17,56,4,32,28,13,42,18,78,72,39,19,50,79,7,58
1,2,8,11,14,15,16,20,22,24,29,31,33,36,37,38,41,43,44,48,49,51,52,53,54,57,59,60,61,62,63,64,65,67,69,71,73,75,77,80
2,23,69,62,24,36,59,54,25,48,40,17,38,1,55,21,31,72,42,46,57,41,29,26,16,45,73,77,30,22,43,79,63,5,7,66,80,11,33,68
3,4,6,8,9,10,12,13,14,15,18,19,20,27,28,32,34,35,37,39,44,47,49,50,51,52,53,56,58,60,61,64,65,67,70,71,74,75,76,78
78,7,69,26,17,31,6,1,10,14,44,59,35,50,58,52,63,74,37,3,64,57,30,24,53,60,75,79,12,22,8,80,61,65,56,51,45,77,27,16
2,4,5,9,11,13,15,18,19,20,21,23,25,28,29,32,33,34,36,38,39,40,41,42,43,46,47,48,49,54,55,62,66,67,68,70,71,72,73,76
3,7,38,69,79,57,80,64,41,68,50,46,42,55,34,21,25,43,60,29,16,14,67,12,30,73,13,59,2,4,63,22,44,71,62,39,58,18,28,77
1,5,6,8,9,10,11,15,17,19,20,23,24,26,27,31,32,33,35,36,37,40,45,47,48,49,51,52,53,54,56,61,65,66,70,72,74,75,76,78
8,20,9,26,45,7,62,64,78,17,69,28,21,43,12,54,67,23,65,63,40,37,57,56,35,79,27,48,36,72,19,75,4,34,61,5,41,14,73,3
1,2,6,10,11,13,15,16,18,22,24,25,29,30,31,32,33,38,39,42,44,46,47,49,50,51,52,53,55,58,59,60,66,68,70,71,74,76,77,80
8,39,29,33,23,12,67,17,70,11,5,28,37,59,15,60,73,53,38,27,10,35,2,19,66,64,26,14,43,24,31,75,51,78,63,50,4,18,58,49
1,3,6,7,9,13,16,20,21,22,25,30,32,34,36,40,41,42,44,45,46,47,48,52,54,55,56,57,61,62,65,68,69,71,72,74,76,77,79,80
42,76,34,33,72,78,62,13,68,18,23,58,45,1,55,8,7,30,15,64,9,75,22,28,32,3,65,44,60,4,52,77,24,49,37,36,70,10,54,11
2,5,6,12,14,16,17,19,20,21,25,26,27,29,31,35,38,39,40,41,43,46,47,48,50,51,53,56,57,59,61,63,66,67,69,71,73,74,79,80
41,47,64,57,12,72,56,63,49,28,79,23,42,52,18,75,67,27,39,74,80,53,73,8,33,55,25,71,29,32,20,60,44,62,21,35,69,7,34,65
1,2,3,4,5,6,9,10,11,13,14,15,16,17,19,22,24,26,30,31,36,37,38,40,43,45,46,48,50,51,54,58,59,61,66,68,70,76,77,78
36,32,38,71,65,39,33,26,2,9,49,18,16,23,52,55,50,25,77,76,34,3,29,21,61,44,74,19,40,14,63,75,22,68,58,7,64,66,12,78
1,4,5,6,8,10,11,13,15,17,20,24,27,28,30,31,35,37,41,42,43,45,46,47,48,51,53,54,56,57,59,60,62,67,69,70,72,73,79,80
36,79,70,19,18,64,21,53,29,41,23,31,51,4,14,73,55,1,69,62,74,65,45,13,24,59,47,39,35,28,46,42,25,20,15,3,2,56,17,48
5,6,7,8,9,10,11,12,16,22,26,27,30,32,33,34,37,38,40,43,44,49,50,52,54,57,58,60,61,63,66,67,68,71,72,75,76,77,78,80
69,1,44,74,37,8,36,78,72,80,25,39,45,24,19,43,57,52,40,29,42,50,71,22,13,21,17,68,2,27,63,15,58,76,54,35,65,10,41,49
3,4,5,6,7,9,11,12,14,16,18,20,23,26,28,30,31,32,33,34,38,46,47,48,51,53,55,56,59,60,61,62,64,66,67,70,73,75,77,79
50,54,63,21,58,2,71,32,7,26,20,43,36,4,5,27,37,72,73,11,19,18,70,47,38,16,80,42,65,22,28,35,53,10,15,24,79,61,14,40
1,3,6,8,9,12,13,17,23,25,29,30,31,33,34,39,41,44,45,46,48,49,51,52,55,56,57,59,60,62,64,66,67,68,69,74,75,76,77,78
44,7,51,39,55,63,29,26,15,11,73,78,74,1,61,53,52,9,37,50,22,66,30,49,64,24,46,47,33,4,3,8,67,60,2,69,68,54,10,31
5,6,12,13,14,16,17,18,19,20,21,23,25,27,28,32,34,35,36,38,40,41,42,43,45,48,56,57,58,59,62,65,70,71,72,75,76,77,79,80
32,2,12,30,58,57,38,33,4,62,5,36,46,27,34,21,52,70,22,48,80,17,8,1,28,69,61,59,26,13,64,63,37,45,71,50,54,73,29,79
3,6,7,9,10,11,14,15,16,18,19,20,23,24,25,31,35,39,40,41,42,43,44,47,49,51,53,55,56,60,65,66,67,68,72,74,75,76,77,78
35,17,9,7,26,59,21,80,49,30,47,18,11,23,69,64,52,38,65,16,33,72,28,19,43,44,13,8,61,2,79,78,22,32,60,6,24,54,66,31
1,3,4,5,10,12,14,15,20,25,27,29,34,36,37,39,40,41,42,45,46,48,50,51,53,55,56,57,58,62,63,67,68,70,71,73,74,75,76,77
55,69,54,9,15,35,16,44,27,11,7,49,6,74,64,52,25,62,68,36,29,18,70,33,45,61,17,37,80,39,43,12,57,4,30,5,50,48,58,13
1,2,3,8,10,14,19,20,21,22,23,24,26,28,31,32,34,38,40,41,42,46,47,51,53,56,59,60,63,65,66,67,71,72,73,75,76,77,78,79
18,77,46,11,64,73,67,39,59,48,49,51,50,20,4,52,54,6,62,7,61,70,17,41,71,28,21,14,25,24,32,55,36,47,38,56,26,8,42,75
1,2,3,5,9,10,12,13,15,16,19,22,23,27,29,30,31,33,34,35,37,40,43,44,45,53,57,58,60,63,65,66,68,69,72,74,76,78,79,80
74,75,23,64,49,39,55,10,48,51,33,50,77,18,31,62,63,8,30,35,80,9,58,54,5,29,22,76,24,43,37,40,19,70,1,38,46,59,79,26
2,3,4,6,7,11,12,13,14,15,16,17,20,21,25,27,28,32,34,36,41,42,44,45,47,52,53,56,57,60,61,65,66,67,68,69,71,72,73,78
39,72,5,55,24,41,51,37,14,62,28,11,45,18,32,44,16,79,2,7,58,52,10,1,21,9,47,31,38,56,50,8,68,71,3,53,26,67,60,77
4,6,12,13,15,17,19,20,22,23,25,27,29,30,33,34,35,36,40,42,43,46,48,49,54,57,59,61,63,64,65,66,69,70,73,74,75,76,78,80
60,23,40,45,3,11,34,5,9,32,7,1,56,10,29,12,4,28,13,19,39,24,22,63,14,18,62,41,61,42,57,38,46,6,64,27,44,15,49,20
2,8,16,17,21,25,26,30,31,33,35,36,37,43,47,48,50,51,52,53,54,55,58,59,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
51,26,19,30,27,23,17,41,14,1,79,61,21,31,29,76,62,9,70,15,8,78,34,38,50,4,52,40,35,12,20,16,24,53,68,75,44,72,3,43
2,5,6,7,10,11,13,18,22,25,28,32,33,36,37,39,42,45,46,47,48,49,54,55,56,57,58,59,60,63,64,65,66,67,69,71,73,74,77,80
15,20,46,27,18,50,66,44,64,68,19,8,78,5,51,43,62,9,38,34,47,12,58,11,2,16,79,7,22,52,63,41,26,60,33,14,55,23,28,65
1,3,4,6,10,13,17,21,24,25,29,30,31,32,35,36,37,39,40,42,45,48,49,53,54,56,57,59,61,67,69,70,71,72,73,74,75,76,77,80
79,30,60,64,44,52,29,35,40,66,10,49,12,41,34,59,26,2,5,74,11,33,80,8,39,21,63,54,28,67,38,19,23,70,42,20,78,46,55,61
1,3,4,6,7,9,13,14,15,16,17,18,22,24,25,27,31,32,36,37,43,45,47,48,50,51,53,56,57,58,62,65,68,69,71,72,73,75,76,77
47,3,1,30,19,9,73,79,57,33,49,24,62,35,40,60,43,51,22,31,69,16,58,28,46,53,25,5,50,27,78,21,10,2,20,56,34,38,68,75
4,6,7,8,11,12,13,14,15,17,18,23,26,29,32,36,37,39,41,42,44,45,48,52,54,55,59,61,63,64,65,66,67,70,71,72,74,76,77,80
30,39,22,47,4,23,20,8,79,59,18,31,9,45,66,2,42,13,80,29,70,50,28,46,73,49,48,10,71,56,34,35,5,26,76,25,40,67,77,68
1,3,6,7,11,12,14,15,16,17,19,21,24,27,32,33,36,37,38,41,43,44,51,52,53,54,55,57,58,60,61,62,63,64,65,69,72,74,75,78
57,35,16,60,40,4,52,48,75,8,28,19,44,6,69,68,54,23,5,11,37,12,42,49,18,36,32,14,17,66,56,21,22,30,61,29,67,31,78,51
1,2,3,7,9,10,13,15,20,24,25,26,27,33,34,38,39,41,43,45,46,47,50,53,55,58,59,62,63,64,65,70,71,72,73,74,76,77,79,80
