1,2,5,9,11,14,18,19,20,21,22,28,29,31,34,35,41,45,47,48,49,50,51,53,56,57,62,63,64,65,66,67,68,70,72,73,74,75,77,79,80,82,84,87,90,91,95,97,99,100
2,29,86,78,30,45,75,69,32,61,51,21,49,1,71,27,41,33,55,60,76,82,39,35,22,62,74,58,84,31,81,83,77,6,9,65,3,16,88,57,17,50,97,48,56,73,68,18,92,37
4,5,7,8,10,11,12,13,14,15,19,20,23,24,25,26,28,34,36,38,40,42,43,44,46,47,52,53,54,59,63,64,66,67,70,72,79,80,85,87,89,90,91,93,94,95,96,98,99,100
98,9,86,32,22,39,7,1,13,18,56,76,45,65,89,67,83,8,49,4,84,100,41,97,72,99,42,10,17,30,73,34,81,91,70,77,87,95,63,24,79,68,80,47,71,82,26,75,93,33
2,3,5,6,11,12,14,15,16,19,20,21,23,25,27,28,29,31,35,36,37,38,40,43,44,46,48,50,51,52,53,54,55,57,58,59,60,61,62,64,66,69,74,78,85,88,90,92,94,96
3,9,47,86,99,72,4,81,52,87,64,59,55,95,44,28,32,56,80,38,21,18,73,16,40,34,17,19,100,5,61,31,63,60,22,83,36,26,41,24,68,67,77,1,74,76,42,14,94,30
2,6,7,8,10,11,12,13,15,20,23,25,27,29,33,35,37,39,43,45,46,48,49,50,51,53,54,57,58,62,65,66,69,70,71,75,78,79,82,84,85,88,89,90,91,92,93,96,97,98
10,24,11,32,57,9,78,81,12,22,89,35,27,55,16,71,56,31,72,30,54,49,76,94,48,88,37,66,50,92,26,100,6,79,33,7,59,20,21,5,74,1,58,39,61,77,52,96,97,34
2,3,4,8,13,14,15,17,18,19,23,25,28,29,36,38,40,41,42,43,44,45,46,47,51,53,60,62,63,64,65,67,68,69,70,73,75,80,82,83,84,85,86,87,90,91,93,95,98,99
10,49,36,41,29,15,85,21,89,13,6,98,48,77,20,79,22,69,50,35,91,47,3,26,86,23,92,19,59,34,43,17,71,97,76,44,90,87,78,83,27,37,45,28,11,38,70,95,99,9
1,2,4,5,7,8,12,14,16,18,24,25,30,31,32,33,39,40,42,46,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,72,73,74,75,80,81,82,84,88,93,94,96,100
53,95,42,98,91,43,79,17,86,23,30,74,58,2,71,10,9,40,20,84,12,45,29,37,44,4,11,60,80,5,13,47,33,46,54,51,68,14,72,16,3,76,25,83,97,28,56,1,24,61
6,7,8,15,18,19,21,22,26,27,31,32,34,35,36,38,39,41,48,49,50,52,55,57,59,62,63,64,65,66,67,69,70,73,75,77,78,81,82,85,87,88,89,90,92,93,94,96,99,100
51,59,80,71,15,91,97,98,62,36,60,29,54,68,23,64,87,35,52,74,55,94,95,11,45,81,83,38,39,44,28,57,92,56,30,50,34,10,65,61,24,76,9,31,47,13,75,82,41,4
1,2,3,5,6,7,8,12,14,16,17,18,19,20,21,22,25,26,27,32,33,37,40,42,43,46,48,49,53,58,63,66,67,69,70,72,73,77,78,79,84,85,86,88,89,90,93,96,99,100
45,40,48,90,82,50,42,32,2,11,63,24,20,30,68,72,66,33,12,73,46,4,39,28,74,60,100,27,55,19,35,85,31,23,94,9,36,59,18,56,88,65,64,22,43,47,37,8,87,98
1,3,5,6,7,10,13,14,15,16,17,21,25,26,29,34,38,41,44,49,51,52,53,54,57,58,61,62,67,69,70,71,75,76,77,78,79,80,81,83,84,86,89,91,92,93,95,96,97,99
45,99,87,24,22,81,27,67,37,53,30,40,66,5,18,69,72,2,41,89,28,70,60,86,33,73,64,91,48,39,74,59,35,80,96,4,3,68,25,92,65,78,58,38,8,57,98,52,63,46
1,6,7,9,10,11,12,13,14,15,16,17,19,20,21,23,26,29,31,32,34,36,42,43,44,47,49,50,51,54,55,56,61,62,71,75,76,77,79,82,83,84,85,88,90,93,94,95,97,100
86,2,55,93,47,9,46,56,92,89,32,50,59,31,25,97,75,68,53,38,85,67,82,29,17,28,23,62,3,81,72,21,98,78,100,51,73,15,60,22,94,42,49,27,48,30,58,76,20,11
1,4,5,6,7,8,10,12,13,14,16,18,19,24,26,33,34,35,36,37,39,40,41,43,44,45,52,54,57,61,63,64,65,66,69,70,71,74,77,79,80,83,84,87,88,90,91,95,96,99
63,67,79,26,73,2,90,41,9,33,97,55,47,5,7,36,49,10,42,14,25,80,94,100,52,21,69,58,37,30,39,48,59,81,75,35,93,16,20,68,57,44,83,29,76,65,86,77,12,31
1,3,4,6,8,11,13,15,17,18,19,22,23,24,27,28,32,34,38,40,43,45,46,50,51,53,54,56,60,61,62,64,66,70,71,72,74,78,82,84,85,87,88,89,91,92,95,96,98,99
55,8,64,49,70,80,37,33,19,14,34,65,38,1,79,69,68,12,97,67,29,81,41,66,71,32,62,89,45,5,4,11,87,31,3,76,43,77,15,46,24,54,53,90,72,13,84,9,78,52
2,6,7,10,16,17,18,20,21,22,23,25,26,27,28,30,35,36,39,40,42,44,47,48,50,51,56,57,58,59,60,61,63,73,74,75,82,83,85,86,88,91,92,93,94,95,96,98,99,100
40,3,15,37,73,72,48,42,5,79,7,46,59,35,44,27,69,90,28,63,93,23,10,2,38,49,66,91,36,18,97,83,52,81,32,70,54,94,43,99,29,87,6,92,82,62,84,56,55,68
1,4,8,9,11,12,13,14,16,17,19,20,21,22,24,25,26,30,31,33,34,39,41,45,47,50,51,53,57,58,60,61,64,65,67,71,74,75,76,77,78,80,85,86,88,89,95,96,98,100
43,21,11,8,33,74,26,44,63,39,60,23,14,30,89,84,68,50,69,22,93,66,38,94,58,90,17,10,81,3,86,13,31,45,47,97,35,18,77,46,5,100,34,82,83,70,20,87,99,95
1,2,4,6,7,9,12,15,16,19,24,25,27,28,29,32,36,37,40,41,42,48,49,51,52,53,54,55,56,57,59,61,62,64,65,67,71,72,73,75,76,78,79,80,85,88,91,92,96,98
69,87,68,12,19,44,20,55,35,13,9,63,7,21,83,98,33,82,8,48,38,24,90,45,61,81,79,51,49,54,59,17,47,5,43,88,62,75,10,96,93,11,100,74,71,70,86,27,4,30
1,2,3,6,14,15,16,18,22,23,25,26,28,29,31,32,34,36,37,39,40,41,42,46,50,52,53,56,57,58,60,64,65,66,67,72,73,76,77,78,80,84,85,89,91,92,94,95,97,99
22,97,57,14,81,92,85,49,76,61,63,66,64,26,5,68,71,8,96,9,10,89,100,55,65,38,28,19,35,34,45,40,51,79,54,52,75,12,62,98,90,77,58,30,7,87,59,70,72,88
1,2,3,4,6,11,13,15,16,17,18,20,21,23,24,25,27,29,31,32,33,36,37,39,41,42,43,44,46,47,48,50,53,56,60,67,69,73,74,78,80,82,83,84,86,91,93,94,95,99
92,93,29,81,62,50,70,13,61,65,42,91,83,23,40,80,88,10,39,46,73,11,78,85,7,82,98,67,33,60,52,56,27,97,1,55,66,14,57,38,87,26,3,69,25,53,48,34,51,32
2,4,5,6,8,9,12,15,16,17,18,19,20,21,22,24,28,30,31,35,36,37,41,43,44,45,47,49,54,58,59,63,64,68,71,72,74,75,76,77,79,84,86,89,90,94,95,96,99,100
49,91,6,69,31,52,64,48,17,80,36,15,58,23,41,57,21,18,3,10,78,70,14,1,28,12,65,42,95,30,97,11,94,82,4,44,38,26,89,13,27,56,45,98,84,85,60,67,68,7
2,5,8,9,16,19,20,22,24,25,29,32,33,34,35,37,39,40,43,46,47,50,51,53,54,55,59,61,62,63,66,71,72,73,74,75,76,77,79,81,83,86,87,88,90,92,93,96,99,100
75,29,50,56,4,14,43,6,11,41,9,1,73,13,38,16,5,36,17,25,52,32,30,86,18,81,76,57,26,58,39,53,65,8,93,77,64,22,55,78,79,19,70,85,10,100,95,88,72,80
2,3,7,12,15,20,21,23,24,27,28,31,33,34,35,37,40,42,44,45,46,47,48,49,51,54,59,60,61,62,63,66,67,68,69,71,74,82,83,84,87,89,90,91,92,94,96,97,98,99
64,32,24,37,34,29,22,52,17,1,96,79,28,40,38,35,82,12,90,20,11,26,46,51,68,6,71,55,48,16,88,23,84,57,30,76,100,81,4,21,8,43,85,31,98,99,19,47,18,94
2,3,5,7,9,10,13,14,15,25,27,33,36,39,41,42,44,45,49,50,53,54,56,58,59,60,61,62,63,65,66,67,69,70,72,73,74,75,77,78,80,83,86,87,89,91,92,93,95,97
19,25,58,34,23,63,84,56,81,87,99,10,59,6,66,57,92,12,49,44,62,16,77,14,3,21,27,89,31,30,13,98,36,67,48,20,96,97,42,95,75,78,70,46,28,76,52,85,65,7
1,2,4,5,8,9,11,15,17,18,22,24,26,29,32,33,35,37,38,39,40,41,43,45,47,50,51,53,54,55,60,61,64,68,69,71,72,73,74,79,80,82,83,86,88,90,91,93,94,100
98,38,75,80,56,66,37,44,50,85,13,63,15,53,93,77,34,3,6,99,88,86,41,11,87,29,83,74,39,57,76,26,32,90,60,100,16,62,30,42,4,22,35,54,21,12,36,52,20,79
1,2,5,7,8,9,10,14,17,18,19,23,24,25,27,28,31,33,40,43,45,46,47,48,49,51,55,58,59,61,64,65,67,68,69,70,71,72,73,78,81,82,84,89,91,92,94,95,96,97
58,4,1,37,24,12,93,99,73,43,62,31,80,45,52,78,56,67,29,42,89,21,85,38,63,92,34,7,70,77,98,30,14,2,82,66,49,84,32,68,87,17,88,60,41,9,27,76,71,100
3,5,6,8,10,11,13,15,16,18,19,20,22,23,25,26,28,33,35,36,39,40,44,46,47,48,50,51,53,54,55,57,59,61,64,65,69,72,74,75,79,81,83,86,90,91,94,95,96,97
37,49,27,59,5,29,26,10,99,76,24,40,12,58,85,2,55,18,39,38,90,67,81,62,93,79,65,13,69,11,48,50,7,78,96,36,87,100,75,73,34,92,61,16,70,43,54,19,52,21
1,3,4,6,8,9,14,15,17,20,22,23,25,28,30,31,32,33,35,41,42,44,45,46,47,51,53,56,57,60,63,64,66,68,71,72,74,77,80,82,83,84,86,88,89,91,94,95,97,98
71,44,20,75,50,5,66,61,4,10,36,25,57,7,24,58,100,31,87,14,96,16,56,65,86,49,43,19,76,27,26,29,30,42,15,41,8,45,72,28,22,80,17,6,92,39,52,89,38,77
1,2,3,9,11,12,13,18,21,23,32,33,34,35,37,40,46,47,48,51,53,54,55,59,60,62,63,64,67,68,69,70,73,74,78,79,81,82,83,84,85,88,90,91,93,94,95,97,98,99
