46,28,38,61,8,20,24,23,51,35,53,45,9,90,89,33,4,85,29,60,87,43,80,84,27,77,54,16,48,22,75,6,10,52,67,42,79,82,36,26,14,12,1,81,49
2,3,5,7,11,13,15,17,18,19,21,25,30,31,32,34,37,39,40,41,44,47,50,55,56,57,58,59,62,63,64,65,66,68,69,70,71,72,73,74,76,78,83,86,88
25,1,45,2,6,82,8,90,73,10,15,35,71,66,56,44,36,83,12,79,80,47,85,24,5,32,26,87,84,68,31,20,67,72,46,74,70,86,14,3,13,11,58,60,16
4,7,9,17,18,19,21,22,23,27,28,29,30,33,34,37,38,39,40,41,42,43,48,49,50,51,52,53,54,55,57,59,61,62,63,64,65,69,75,76,77,78,81,88,89
7,73,83,24,15,3,16,54,2,1,32,65,30,78,21,33,34,40,48,9,84,55,90,72,86,18,75,12,28,41,66,53,52,47,36,58,38,45,76,20,77,26,57,10,39
4,5,6,8,11,13,14,17,19,22,23,25,27,29,31,35,37,42,43,44,46,49,50,51,56,59,60,61,62,63,64,67,68,69,70,71,74,79,80,81,82,85,87,88,89
64,22,35,8,83,1,49,90,72,4,53,70,79,44,46,28,27,77,63,84,10,38,47,36,6,41,3,30,21,39,26,24,54,68,31,66,25,86,40,5,56,12,57,29,82
2,7,9,11,13,14,15,16,17,18,19,20,23,32,33,34,37,42,43,45,48,50,51,52,55,58,59,60,61,62,65,67,69,71,73,74,75,76,78,80,81,85,87,88,89
23,57,85,49,88,44,79,36,40,31,72,13,37,66,77,56,27,50,62,43,25,29,71,47,73,41,70,33,68,5,87,9,89,38,54,7,30,64,45,32,6,48,21,22,26
1,2,3,4,8,10,11,12,14,15,16,17,18,19,20,24,28,34,35,39,42,46,51,52,53,55,58,59,60,61,63,65,67,69,74,75,76,78,80,81,82,83,84,86,90
55,18,86,57,32,85,69,22,87,68,9,52,40,90,66,64,34,71,11,56,82,77,25,4,38,43,7,10,58,30,61,16,29,75,62,37,70,28,59,39,46,23,45,13,79
1,2,3,5,6,8,12,14,15,17,19,20,21,24,26,27,31,33,35,36,41,42,44,47,48,49,50,51,53,54,60,63,65,67,72,73,74,76,78,80,81,83,84,88,89
62,22,40,20,75,27,7,70,72,12,26,47,13,51,88,19,63,77,52,6,68,57,38,29,16,43,61,90,48,67,3,82,42,73,39,80,66,79,46,18,60,21,86,4,87
1,2,5,8,9,10,11,14,15,17,23,24,25,28,30,31,32,33,34,35,36,37,41,44,45,49,50,53,54,55,56,58,59,64,65,69,71,74,76,78,81,83,84,85,89
14,87,42,68,36,46,18,16,64,83,35,1,66,82,73,72,45,20,47,38,62,88,51,54,60,7,37,77,59,90,29,3,75,21,32,61,40,71,39,41,53,56,12,26,11
2,4,5,6,8,9,10,13,15,17,19,22,23,24,25,27,28,30,31,33,34,43,44,48,49,50,52,55,57,58,63,65,67,69,70,74,76,78,79,80,81,84,85,86,89
75,64,85,7,5,49,33,43,31,18,52,60,8,24,76,9,39,4,68,86,3,10,56,61,87,46,34,28,14,20,54,30,11,12,62,41,50,27,36,77,71,70,42,2,58
1,6,13,15,16,17,19,21,22,23,25,26,29,32,35,37,38,40,44,45,47,48,51,53,55,57,59,63,65,66,67,69,72,73,74,78,79,80,81,82,83,84,88,89,90
11,44,58,6,32,20,25,48,69,59,33,36,62,72,18,68,30,42,31,60,49,67,56,88,83,35,28,80,47,74,24,37,17,46,52,89,38,81,13,12,78,82,8,71,50
1,2,3,4,5,7,9,10,14,15,16,19,21,22,23,26,27,29,34,39,40,41,43,45,51,53,54,55,57,61,63,64,65,66,70,73,75,76,77,79,84,85,86,87,90
79,69,25,47,83,84,8,6,27,30,58,60,1,80,15,34,24,85,21,59,35,3,81,86,18,5,71,63,4,42,20,82,49,11,29,64,26,77,75,14,68,2,22,48,36
7,9,10,12,13,16,17,19,23,28,31,32,33,37,38,39,40,41,43,44,45,46,50,51,52,53,54,55,56,57,61,62,65,66,67,70,72,73,74,76,78,87,88,89,90
71,23,62,17,83,79,9,15,81,69,54,74,5,48,14,3,39,21,36,46,1,42,53,88,20,52,37,50,45,41,57,30,44,77,49,11,12,35,18,26,33,60,25,75,7
2,4,6,8,10,13,16,19,22,24,27,28,29,31,32,34,38,40,43,47,51,55,56,58,59,61,63,64,65,66,67,68,70,72,73,76,78,80,82,84,85,86,87,89,90
28,43,88,46,73,62,52,85,35,31,78,48,37,67,34,7,32,13,45,27,16,25,80,54,51,60,30,63,14,83,11,70,47,10,55,2,72,3,53,71,15,22,24,1,12
4,5,6,8,9,17,18,19,20,21,23,26,29,33,36,38,39,40,41,42,44,49,50,56,57,58,59,61,64,65,66,68,69,74,75,76,77,79,81,82,84,86,87,89,90
52,20,30,62,71,37,81,82,69,84,70,56,31,25,65,11,39,44,68,45,42,19,75,54,26,67,73,79,7,48,38,17,18,89,83,86,15,50,47,10,40,5,14,32,85
1,2,3,4,6,8,9,12,13,16,21,22,23,24,27,28,29,33,34,35,36,41,43,46,49,51,53,55,57,58,59,60,61,63,64,66,72,74,76,77,78,80,87,88,90
27,21,62,46,57,79,24,64,66,89,49,30,53,52,25,68,15,4,37,10,7,39,50,71,74,45,5,38,40,3,20,82,22,9,78,12,88,34,72,75,84,19,14,11,61
1,2,6,8,13,16,17,18,23,26,28,29,31,32,33,35,36,41,42,43,44,47,48,51,54,55,56,58,59,60,63,65,67,69,70,73,76,77,80,81,83,85,86,87,90
38,62,14,79,11,84,53,29,6,23,27,83,75,46,85,12,40,54,35,52,3,32,7,86,20,66,5,90,34,15,50,21,88,82,47,81,51,65,9,68,36,13,28,72,26
1,2,4,8,10,16,17,18,19,22,24,25,30,31,33,37,39,41,42,43,44,45,48,49,55,56,57,58,59,60,61,63,64,67,69,70,71,73,74,76,77,78,80,87,89
2,26,77,70,27,41,67,62,28,55,45,19,43,1,63,24,36,29,48,53,84,72,34,30,79,71,64,50,35,89,51,82,87,6,8,81,3,14,85,69,65,42,32,40,46
4,5,7,9,10,11,12,13,15,16,17,18,20,21,22,23,25,31,33,37,38,39,44,47,49,52,54,56,57,58,59,60,61,66,68,73,74,75,76,78,80,83,86,88,90
88,8,77,29,20,35,7,1,12,16,50,68,40,57,67,59,73,84,43,4,74,66,85,28,63,70,37,89,15,26,9,87,71,62,69,27,55,33,53,86,90,3,6,38,25
2,5,10,11,13,14,17,18,19,21,22,23,24,30,31,32,34,36,39,41,42,44,45,46,47,48,49,51,52,54,56,58,60,61,64,65,72,75,76,78,79,80,81,82,83
3,8,42,78,89,65,90,73,47,77,57,53,49,63,39,25,28,87,70,33,18,16,64,14,35,30,15,69,2,4,52,27,79,51,19,82,31,22,34,20,58,50,13,1,67
5,6,7,9,10,11,12,17,21,23,24,26,29,32,36,37,38,40,41,43,44,45,46,48,54,55,56,59,60,61,62,66,68,71,72,74,75,76,80,81,83,84,85,86,88
9,22,10,29,51,8,70,72,88,19,79,32,24,49,14,63,50,27,75,26,47,43,67,66,42,23,80,57,69,82,89,85,5,68,28,6,74,17,18,4,31,1,48,33,86
2,3,7,11,12,13,15,16,20,21,25,30,34,35,36,37,38,39,40,41,44,45,46,52,53,54,55,56,58,59,60,61,62,64,65,71,73,76,77,78,81,83,84,87,90
9,44,33,37,26,13,76,19,80,12,6,32,43,68,17,70,83,61,89,31,11,41,3,23,84,20,71,66,51,29,87,14,73,35,63,60,5,22,2,15,53,64,38,67,90
1,4,7,8,10,16,18,21,24,25,27,28,30,34,36,39,40,42,45,46,47,48,49,50,52,54,55,56,57,58,59,62,65,69,72,74,75,77,78,79,81,82,85,86,88
47,85,38,37,82,39,70,15,77,20,27,66,51,2,63,9,8,35,17,74,10,40,26,33,88,4,84,52,64,5,11,69,28,89,46,44,58,12,62,13,3,87,21,67,34
1,6,7,14,16,18,19,22,23,24,25,29,30,31,32,36,41,42,43,45,48,49,50,53,54,55,56,57,59,60,61,65,68,71,72,73,75,76,78,79,80,81,83,86,90
46,53,72,64,14,82,87,71,56,32,89,26,48,60,21,57,77,31,45,65,78,62,81,10,39,84,30,33,34,38,24,49,80,70,25,43,29,8,42,51,20,61,7,79,66
1,2,3,4,5,6,9,11,12,13,15,16,17,18,19,22,23,27,28,35,36,37,40,41,44,47,50,52,54,55,58,59,63,67,68,69,73,74,75,76,83,85,86,88,90
41,36,43,80,73,44,37,29,2,10,56,21,18,27,60,64,58,83,81,75,40,3,34,24,71,52,39,23,48,16,30,47,26,19,89,8,76,49,15,59,17,7,54,78,87
1,4,5,6,9,11,12,13,14,20,22,25,28,31,32,33,35,38,42,45,46,50,51,53,55,57,61,62,63,65,66,67,68,69,70,72,74,77,79,82,84,85,86,88,90
41,89,78,21,20,73,24,60,33,47,26,35,59,4,16,61,64,2,36,72,25,62,52,15,29,63,55,46,90,82,74,51,30,84,18,3,85,66,87,31,77,83,48,32,7
1,5,6,8,9,10,11,12,13,14,17,19,22,23,27,28,34,37,38,39,40,42,43,44,45,49,50,53,54,56,57,58,65,67,68,69,70,71,75,76,79,80,81,86,88
78,1,49,83,42,8,41,50,82,79,28,44,52,27,22,87,66,60,46,33,88,59,72,26,15,24,20,54,2,32,3,18,47,45,21,43,53,13,75,19,38,35,40,76,39
4,5,6,7,9,10,11,12,14,16,17,23,25,29,30,31,34,36,37,48,51,55,56,57,58,61,62,63,64,65,67,68,69,70,71,73,74,77,80,81,84,85,86,89,90
57,61,71,23,66,2,81,37,8,30,87,49,41,4,6,32,43,9,83,13,22,70,80,55,45,19,60,50,75,26,34,78,63,12,18,84,64,88,17,58,47,72,82,24,74
1,3,5,7,10,11,14,15,16,20,21,25,27,28,29,31,33,35,36,38,39,40,42,44,46,48,51,52,53,54,56,59,62,65,67,68,69,73,76,77,79,85,86,89,90
50,8,58,44,62,72,33,30,17,12,83,88,34,1,70,61,60,11,43,79,25,59,36,71,75,28,54,56,39,4,3,10,77,26,74,66,68,2,13,38,20,45,87,65,37
5,6,7,9,14,15,16,18,19,21,22,23,24,27,29,31,32,35,40,41,42,46,47,48,49,51,52,53,55,57,63,64,67,69,73,76,78,80,81,82,84,85,86,89,90
36,2,13,33,65,64,43,37,4,71,6,41,52,31,39,24,61,80,25,56,83,20,9,89,87,84,57,69,77,15,32,73,44,54,27,60,46,40,90,67,75,29,5,82,23
1,3,7,8,10,11,12,14,16,17,18,19,21,22,26,28,30,34,35,38,42,45,47,48,49,50,51,53,55,58,59,62,63,66,68,70,72,74,76,78,79,81,85,86,88
39,19,10,7,29,66,24,90,56,34,54,20,12,26,21,74,60,44,75,89,38,58,33,23,51,52,15,9,71,2,79,11,27,83,40,87,86,16,22,57,4,36,28,59,41
1,3,5,6,8,13,14,17,18,25,30,31,32,35,37,42,43,45,46,47,48,49,50,53,55,61,62,63,64,65,67,68,69,70,72,73,76,77,78,80,81,82,84,85,88
62,78,61,11,17,40,18,50,31,12,8,56,7,19,73,60,29,72,89,42,34,21,80,39,53,71,20,44,65,47,51,15,85,5,37,6,52,58,68,16,46,9,14,64,63
1,2,3,4,10,13,22,23,24,25,26,27,28,30,32,33,35,36,38,41,43,45,48,49,54,55,57,59,66,67,69,70,74,75,76,77,79,81,82,83,84,86,87,88,90
20,87,51,13,73,82,76,44,68,55,56,58,57,23,5,60,63,7,71,8,72,79,19,48,78,33,25,17,30,29,38,34,83,66,46,69,32,10,52,67,53,80,88,64,6
1,2,3,4,9,11,12,14,15,16,18,21,22,24,26,27,28,31,35,36,37,39,40,41,42,43,45,47,49,50,54,59,61,62,65,70,74,75,77,81,84,85,86,89,90
83,84,26,73,56,45,62,12,54,58,37,57,87,20,36,71,78,9,35,40,64,10,68,70,6,34,25,81,28,51,85,48,23,75,1,46,86,90,59,32,19,22,2,55,77
3,4,5,7,8,11,13,14,15,16,17,18,21,24,27,29,30,31,33,38,39,41,42,43,44,47,49,50,52,53,60,61,63,65,66,67,69,72,74,76,79,80,82,88,89
44,82,6,62,27,47,58,43,16,71,32,13,51,21,37,78,19,89,3,9,68,61,12,1,24,11,56,76,45,26,59,10,54,72,57,63,80,22,79,65,53,85,55,5,17
2,4,7,8,14,15,18,20,23,25,28,29,30,31,33,34,35,36,38,39,40,41,42,46,48,49,50,52,60,64,66,67,69,70,73,74,75,77,81,83,84,86,87,88,90
67,26,45,51,3,13,38,5,10,37,8,1,64,12,34,14,83,32,15,22,88,28,89,33,16,71,66,49,23,50,76,70,56,7,74,90,54,18,47,25,27,78,73,85,9
2,4,6,11,17,19,20,21,24,29,30,31,35,36,39,40,41,42,43,44,46,48,52,53,55,57,58,59,60,61,62,63,65,68,69,72,75,77,79,80,81,82,84,86,87
58,29,22,33,31,26,20,47,16,1,30,70,25,36,87,86,72,11,80,17,10,23,40,45,59,5,61,48,41,14,24,84,89,49,78,28,54,71,3,18,7,35,90,85,66
2,4,6,8,9,12,13,15,19,21,27,32,34,37,38,39,42,43,44,46,50,51,52,53,55,56,57,60,62,63,64,65,67,68,69,73,74,75,76,77,79,81,82,83,88
17,22,52,31,21,56,75,50,73,77,89,9,88,5,59,83,71,10,44,39,54,14,68,13,2,19,23,8,26,62,11,49,87,57,40,90,65,29,35,28,18,12,60,38,64
1,3,4,6,7,15,16,20,24,25,27,30,32,33,34,36,37,41,42,43,45,46,47,48,51,53,55,58,61,63,66,67,69,70,72,74,76,78,79,80,81,82,84,85,86
88,34,68,72,50,59,33,39,45,75,12,56,13,47,83,90,30,3,6,89,78,76,36,9,46,25,73,64,71,49,82,22,28,80,51,65,14,52,26,35,63,19,29,60,17
1,2,4,5,7,8,10,11,15,16,18,20,21,23,24,27,31,32,37,38,40,41,42,43,44,48,53,54,55,57,58,61,62,66,67,69,70,74,77,79,81,84,85,86,87
53,4,1,33,21,11,83,89,65,38,56,27,71,40,46,69,49,59,25,37,79,18,68,87,54,63,29,6,60,32,88,72,12,2,24,80,41,47,70,58,78,14,26,50,34
3,5,7,8,9,10,13,15,16,17,19,20,22,23,28,30,31,35,36,39,42,43,44,45,48,51,52,55,57,61,62,64,66,67,73,74,75,76,77,81,82,84,85,86,90
33,44,24,53,4,26,23,9,89,67,21,35,10,52,75,2,49,16,79,90,80,59,71,54,83,58,57,11,69,78,41,42,6,32,86,30,74,31,64,63,28,60,51,14,39
1,3,5,7,8,12,13,15,17,18,19,20,22,25,27,29,34,36,37,38,40,43,45,46,47,48,50,55,56,61,62,65,66,68,70,72,73,76,77,81,82,84,85,87,88
64,39,18,67,45,4,59,54,85,9,32,22,50,6,79,51,62,27,77,12,44,14,49,57,21,43,37,17,66,23,76,25,26,36,13,35,7,38,20,24,19,41,69,5,3
1,2,8,10,11,15,16,28,29,30,31,33,34,40,42,46,47,48,52,53,55,56,58,60,61,63,65,68,70,71,72,73,74,75,78,80,81,82,83,84,86,87,88,89,90
